sheetname: IND_NewTechs
range: N8:AS247
filename: SubRES_TMPL/Before_SubRES_NewTechs_Industry.xlsx
tag: ~FI_T
types: TechName (object), *TechDesc (object), Comm-IN (object), Comm-OUT (object), Year (object), Start (object), LIFE (object), AFA (object), CAP2ACT (object), EFF (object), EFF~2020 (object), EFF~2025 (object), EFF~2030 (object), EFF~2035 (object), EFF~2040 (object), EFF~2045 (object), EFF~2050 (object), EFF~2055 (object), EFF~2060 (object), INVCOST (object), INVCOST~2020 (object), INVCOST~2025 (object), INVCOST~2030 (object), INVCOST~2035 (object), INVCOST~2040 (object), INVCOST~2045 (object), INVCOST~2050 (object), INVCOST~2055 (object), INVCOST~2060 (object), FLO_MARK (object), FLO_MARK~0 (object)
MEAT-MoTP-Stat-ELC-VSD-Mtr,"New Meat - Motive Power, Stationary  - Electricity",INDELC,MEAT-MoTP-Stat,2018,2020,10,0.5,31.536,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,336,336,336,336,336,336,336,336,336,336,0.5,5
MEAT-PH-STM_HW-NGA-Boiler,New Meat - Process Heat: Steam/Hot Water  - Natural Gas,INDNGA,MEAT-PH-STM_HW,2018,2020,25,0.34,31.536,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,250,250,250,250,250,250,250,250,250,250,,
MEAT-PH-STM_HW-COA-Boiler,New Meat - Process Heat: Steam/Hot Water  - Coal,INDCOA,MEAT-PH-STM_HW,2018,2020,25,0.34,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,750,750,750,750,750,750,750,750,750,750,,
MEAT-PH-STM_HW-ELC-HPmp,New Meat - Process Heat: Steam/Hot Water  - Electricity,INDELC,MEAT-PH-STM_HW,2018,2020,20,0.5,31.536,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,,
MEAT-PH-STM_HW-DSL-Boiler,New Meat - Process Heat: Steam/Hot Water  - Diesel,INDDSL,MEAT-PH-STM_HW,2018,2020,25,0.5,31.536,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,300,300,300,300,300,300,300,300,300,300,,
MEAT-PH-STM_HW-WOD-Boiler,New Meat - Process Heat: Steam/Hot Water  - Wood,INDWOD,MEAT-PH-STM_HW,2018,2020,25,0.5,31.536,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,,
MEAT-PH-STM_HW-ELC-ELCTECH,New Meat - Process Heat: Steam/Hot Water  - Electricity,INDELC,MEAT-PH-STM_HW,2018,2020,25,0.34,31.536,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0.1,5
MEAT-PH-DirH-NGA-Burner,New Meat - Process Heat: Direct Heat  - Natural Gas,INDNGA,MEAT-PH-DirH,2018,2020,13,0.9,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,313,313,313,313,313,313,313,313,313,313,,
MEAT-PH-DirH-ELC-Heater,New Meat - Process Heat: Direct Heat  - Electricity,INDELC,MEAT-PH-DirH,2018,2020,3,0.9,31.536,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,80,80,80,80,80,80,80,80,80,80,,
MEAT-RFGR-ELC-Refriger,New Meat - Refrigeration  - Electricity,INDELC,MEAT-RFGR,2018,2020,1,1,31.536,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,
METAL-MoTP-Stat-DSL-st_ngn,"New Metal product manufacturing - Motive Power, Stationary  - Diesel",INDDSL,METAL-MoTP-Stat,2018,2020,20,0.5,31.536,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,455,455,455,455,455,455,455,455,455,455,,
METAL-MoTP-Stat-ELC-Motor,"New Metal product manufacturing - Motive Power, Stationary  - Electricity",INDELC,METAL-MoTP-Stat,2018,2020,10,0.5,31.536,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,280,280,280,280,280,280,280,280,280,280,,
METAL-MoTP-Stat-PET-st_ngn,"New Metal product manufacturing - Motive Power, Stationary  - Petrol",INDPET,METAL-MoTP-Stat,2018,2020,15,0.5,31.536,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,350,350,350,350,350,350,350,350,350,350,,
METAL-MoTP-Stat-ELC-VSD-Mtr,"New Metal product manufacturing - Motive Power, Stationary  - Electricity",INDELC,METAL-MoTP-Stat,2018,2020,10,0.5,31.536,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,336,336,336,336,336,336,336,336,336,336,0.5,5
METAL-PH-FURN-ELC-Furn,New Metal product manufacturing - Process Heat: Furnace/Kiln  - Electricity,INDELC,METAL-PH-FURN,2018,2020,25,0.9,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,,
METAL-PH-FURN-COA-Furn,New Metal product manufacturing - Process Heat: Furnace/Kiln  - Coal,INDCOA,METAL-PH-FURN,2018,2020,25,0.9,31.536,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,63,63,63,63,63,63,63,63,63,63,0.03,5
METAL-PH-FURN-NGA-Furn,New Metal product manufacturing - Process Heat: Furnace/Kiln  - Natural Gas,INDNGA,METAL-PH-FURN,2018,2020,25,0.9,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,0.56,5
METAL-PH-FURN-WOD-Furn,New Metal product manufacturing - Process Heat: Furnace/Kiln  - Wood,INDWOD,METAL-PH-FURN,2018,2020,25,0.9,31.536,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,63,63,63,63,63,63,63,63,63,63,0.24,5
METAL-PH-FURN-FOL-Furn,New Metal product manufacturing - Process Heat: Furnace/Kiln  - Fuel Oil,INDFOL,METAL-PH-FURN,2018,2020,25,0.9,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,,
METAL-PH-FURN-LPG-Furn,New Metal product manufacturing - Process Heat: Furnace/Kiln  - LPG,INDLPG,METAL-PH-FURN,2018,2020,25,0.9,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,0.07,5
METAL-RFGR-ELC-Refriger,New Metal product manufacturing - Refrigeration  - Electricity,INDELC,METAL-RFGR,2018,2020,1,1,31.536,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,
METAL-PH-DirH-NGA-Burner,New Metal product manufacturing - Process Heat: Direct Heat  - Natural Gas,INDNGA,METAL-PH-DirH,2018,2020,13,0.9,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,313,313,313,313,313,313,313,313,313,313,,
METAL-PH-DirH-ELC-Heater,New Metal product manufacturing - Process Heat: Direct Heat  - Electricity,INDELC,METAL-PH-DirH,2018,2020,3,0.9,31.536,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,80,80,80,80,80,80,80,80,80,80,,
MTHOL-FDSTCK-NGA-FDSTCK,New Methanol - Methanol production (feedstock)  - Natural Gas,NGA,MTHOL-FDSTCK,2018,2020,100,0.9,31.536,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,
MTHOL-PH_REFRM-NGA-REFRM,New Methanol - Process Heat: Reformer  - Natural Gas,INDNGA,MTHOL-PH_REFRM,2018,2020,25,0.5,31.536,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,
MNRL-MoTP-Stat-ELC-Motor,"New Mineral - Motive Power, Stationary  - Electricity",INDELC,MNRL-MoTP-Stat,2018,2020,10,0.5,31.536,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,280,280,280,280,280,280,280,280,280,280,,
MNRL-MoTP-Stat-PET-st_ngn,"New Mineral - Motive Power, Stationary  - Petrol",INDPET,MNRL-MoTP-Stat,2018,2020,15,0.5,31.536,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,350,350,350,350,350,350,350,350,350,350,,
MNRL-MoTP-Stat-DSL-st_ngn,"New Mineral - Motive Power, Stationary  - Diesel",INDDSL,MNRL-MoTP-Stat,2018,2020,20,0.5,31.536,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,455,455,455,455,455,455,455,455,455,455,,
MNRL-MoTP-Stat-ELC-VSD-Mtr,"New Mineral - Motive Power, Stationary  - Electricity",INDELC,MNRL-MoTP-Stat,2018,2020,10,0.5,31.536,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,336,336,336,336,336,336,336,336,336,336,0.5,5
MNRL-PH-FURN-ELC-Furn,New Mineral - Process Heat: Furnace/Kiln  - Electricity,INDELC,MNRL-PH-FURN,2018,2020,25,0.9,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,,
MNRL-PH-FURN-COA-Furn,New Mineral - Process Heat: Furnace/Kiln  - Coal,INDCOA,MNRL-PH-FURN,2018,2020,25,0.9,31.536,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,63,63,63,63,63,63,63,63,63,63,0.03,5
MNRL-PH-FURN-NGA-Furn,New Mineral - Process Heat: Furnace/Kiln  - Natural Gas,INDNGA,MNRL-PH-FURN,2018,2020,25,0.9,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,0.56,5
MNRL-PH-FURN-WOD-Furn,New Mineral - Process Heat: Furnace/Kiln  - Wood,INDWOD,MNRL-PH-FURN,2018,2020,25,0.9,31.536,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,63,63,63,63,63,63,63,63,63,63,0.24,5
MNRL-PH-FURN-LPG-Furn,New Mineral - Process Heat: Furnace/Kiln  - LPG,INDLPG,MNRL-PH-FURN,2018,2020,25,0.9,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,0.07,5
MNRL-PH-STM_HW-NGA-Boiler,New Mineral - Process Heat: Steam/Hot Water  - Natural Gas,INDNGA,MNRL-PH-STM_HW,2018,2020,25,0.5,31.536,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,350,350,350,350,350,350,350,350,350,350,0.2,5
MNRL-PH-STM_HW-DSL-Boiler,New Mineral - Process Heat: Steam/Hot Water  - Diesel,INDDSL,MNRL-PH-STM_HW,2018,2020,25,0.5,31.536,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,300,300,300,300,300,300,300,300,300,300,,
MNRL-PH-STM_HW-ELC-HPmp,New Mineral - Process Heat: Steam/Hot Water  - Electricity,INDELC,MNRL-PH-STM_HW,2018,2020,20,0.5,31.536,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,0.3,5
MNRL-PH-STM_HW-COA-Boiler,New Mineral - Process Heat: Steam/Hot Water  - Coal,INDCOA,MNRL-PH-STM_HW,2018,2020,25,0.5,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,750,750,750,750,750,750,750,750,750,750,,
MNRL-PH-STM_HW-LPG-Boiler,New Mineral - Process Heat: Steam/Hot Water  - LPG,INDLPG,MNRL-PH-STM_HW,2018,2020,25,0.5,31.536,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,350,350,350,350,350,350,350,350,350,350,,
MNRL-PH-STM_HW-WOD-Boiler,New Mineral - Process Heat: Steam/Hot Water  - Wood,INDWOD,MNRL-PH-STM_HW,2018,2020,25,0.5,31.536,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,,
MNRL-PH-STM_HW-ELC-Boiler,New Mineral - Process Heat: Steam/Hot Water  - Electricity,INDELC,MNRL-PH-STM_HW,2018,2020,25,0.5,31.536,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,0.3,5
MNNG-MoTP-Mob-PET-ICE_ofrd,"New Mining - Motive Power, Mobile  - Petrol",INDPET,MNNG-MoTP-Mob,2018,2020,15,0.09,31.536,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,0.02,5
MNNG-MoTP-Mob-DSL-ICE_ofrd,"New Mining - Motive Power, Mobile  - Diesel",INDDSL,MNNG-MoTP-Mob,2018,2020,20,0.09,31.536,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,2388,2388,2388,2388,2388,2388,2388,2388,2388,2388,,
MNNG-MoTP-Mob-NGA-ICE_ofrd,"New Mining - Motive Power, Mobile  - Natural Gas",INDNGA,MNNG-MoTP-Mob,2018,2020,20,0.09,31.536,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,2723,2723,2723,2723,2723,2723,2723,2723,2723,2723,0.05,5
MNNG-MoTP-Stat-ELC-VSD-Mtr,"New Mining - Motive Power, Stationary  - Electricity",INDELC,MNNG-MoTP-Stat,2018,2020,10,0.5,31.536,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,336,336,336,336,336,336,336,336,336,336,0.5,5
MNNG-MoTP-Stat-PET-st_ngn,"New Mining - Motive Power, Stationary  - Petrol",INDPET,MNNG-MoTP-Stat,2018,2020,15,0.5,31.536,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,350,350,350,350,350,350,350,350,350,350,,
MNNG-MoTP-Stat-ELC-Motor,"New Mining - Motive Power, Stationary  - Electricity",INDELC,MNNG-MoTP-Stat,2018,2020,10,0.5,31.536,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,280,280,280,280,280,280,280,280,280,280,,
MNNG-MoTP-Stat-DSL-st_ngn,"New Mining - Motive Power, Stationary  - Diesel",INDDSL,MNNG-MoTP-Stat,2018,2020,20,0.5,31.536,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,455,455,455,455,455,455,455,455,455,455,,
MNNG-PH-STM_HW-NGA-Boiler,New Mining - Process Heat: Steam/Hot Water  - Natural Gas,INDNGA,MNNG-PH-STM_HW,2018,2020,25,0.5,31.536,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,350,350,350,350,350,350,350,350,350,350,0.2,5
MNNG-PH-STM_HW-DSL-Boiler,New Mining - Process Heat: Steam/Hot Water  - Diesel,INDDSL,MNNG-PH-STM_HW,2018,2020,25,0.5,31.536,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,300,300,300,300,300,300,300,300,300,300,,
MNNG-PH-STM_HW-FOL-Boiler,New Mining - Process Heat: Steam/Hot Water  - Fuel Oil,INDFOL,MNNG-PH-STM_HW,2018,2020,25,0.5,31.536,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,300,300,300,300,300,300,300,300,300,300,,
MNNG-PH-STM_HW-ELC-HPmp,New Mining - Process Heat: Steam/Hot Water  - Electricity,INDELC,MNNG-PH-STM_HW,2018,2020,20,0.5,31.536,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,0.3,5
MNNG-PH-STM_HW-COA-Boiler,New Mining - Process Heat: Steam/Hot Water  - Coal,INDCOA,MNNG-PH-STM_HW,2018,2020,25,0.5,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,750,750,750,750,750,750,750,750,750,750,,
MNNG-PH-STM_HW-LPG-Boiler,New Mining - Process Heat: Steam/Hot Water  - LPG,INDLPG,MNNG-PH-STM_HW,2018,2020,25,0.5,31.536,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,350,350,350,350,350,350,350,350,350,350,,
MNNG-PH-STM_HW-WOD-Boiler,New Mining - Process Heat: Steam/Hot Water  - Wood,INDWOD,MNNG-PH-STM_HW,2018,2020,25,0.5,31.536,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,,
MNNG-PH-STM_HW-ELC-Boiler,New Mining - Process Heat: Steam/Hot Water  - Electricity,INDELC,MNNG-PH-STM_HW,2018,2020,25,0.5,31.536,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,0.3,5
OTH-ELC-ELC-Tech,New Other - Other - Electricity  - Electricity,INDELC,OTH-ELC,2018,2020,1,0.5,31.536,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,
OTH-DSL-DSL-Tech,New Other - Other - Diesel  - Diesel,INDDSL,OTH-DSL,2018,2020,1,0.5,31.536,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,
OTH-LPG-LPG-Tech,New Other - Other - LPG  - LPG,INDLPG,OTH-LPG,2018,2020,25,0.5,31.536,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,
OTH-COA-COA-Tech,New Other - Other - Coal  - Coal,INDCOA,OTH-COA,2018,2020,1,0.5,31.536,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,
OTH-NGA-NGA-Tech,New Other - Other - Natural Gas  - Natural Gas,INDNGA,OTH-NGA,2018,2020,1,0.5,31.536,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,
OTH-PET-PET-Tech,New Other - Other - Petrol  - Petrol,INDPET,OTH-PET,2018,2020,1,0.5,31.536,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,
OTH-BGS-BGS-Tech,New Other - Other - Biogas  - Biogas,INDBIG,OTH-BGS,2018,2020,25,0.5,31.536,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,
OTH-FOL-FOL-Tech,New Other - Other - Fuel Oil  - Fuel Oil,INDFOL,OTH-FOL,2018,2020,25,0.5,31.536,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,
CHMCL-MoTP-Stat-DSL-st_ngn,"New Petroleum/Chemicals - Motive Power, Stationary  - Diesel",INDDSL,CHMCL-MoTP-Stat,2018,2020,20,0.5,31.536,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,455,455,455,455,455,455,455,455,455,455,,
CHMCL-MoTP-Stat-ELC-Motor,"New Petroleum/Chemicals - Motive Power, Stationary  - Electricity",INDELC,CHMCL-MoTP-Stat,2018,2020,10,0.5,31.536,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,280,280,280,280,280,280,280,280,280,280,,
CHMCL-MoTP-Stat-PET-st_ngn,"New Petroleum/Chemicals - Motive Power, Stationary  - Petrol",INDPET,CHMCL-MoTP-Stat,2018,2020,15,0.5,31.536,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,350,350,350,350,350,350,350,350,350,350,,
CHMCL-MoTP-Stat-ELC-VSD-Mtr,"New Petroleum/Chemicals - Motive Power, Stationary  - Electricity",INDELC,CHMCL-MoTP-Stat,2018,2020,10,0.5,31.536,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,336,336,336,336,336,336,336,336,336,336,0.5,5
CHMCL-PH-DirH-NGA-Burner,New Petroleum/Chemicals - Process Heat: Direct Heat  - Natural Gas,INDNGA,CHMCL-PH-DirH,2018,2020,13,0.9,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,313,313,313,313,313,313,313,313,313,313,,
CHMCL-PH-DirH-ELC-Heater,New Petroleum/Chemicals - Process Heat: Direct Heat  - Electricity,INDELC,CHMCL-PH-DirH,2018,2020,3,0.9,31.536,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,0.999700089973008,80,80,80,80,80,80,80,80,80,80,0.87,5
CHMCL-PH-STM_HW-NGA-Boiler,New Petroleum/Chemicals - Process Heat: Steam/Hot Water  - Natural Gas,INDNGA,CHMCL-PH-STM_HW,2018,2020,25,0.5,31.536,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,350,350,350,350,350,350,350,350,350,350,0.2,5
CHMCL-PH-STM_HW-FOL-Boiler,New Petroleum/Chemicals - Process Heat: Steam/Hot Water  - Fuel Oil,INDFOL,CHMCL-PH-STM_HW,2018,2020,25,0.5,31.536,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,300,300,300,300,300,300,300,300,300,300,,
CHMCL-PH-STM_HW-DSL-Boiler,New Petroleum/Chemicals - Process Heat: Steam/Hot Water  - Diesel,INDDSL,CHMCL-PH-STM_HW,2018,2020,25,0.5,31.536,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,300,300,300,300,300,300,300,300,300,300,,
CHMCL-PH-STM_HW-ELC-HPmp,New Petroleum/Chemicals - Process Heat: Steam/Hot Water  - Electricity,INDELC,CHMCL-PH-STM_HW,2018,2020,20,0.5,31.536,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,0.3,5
CHMCL-PH-STM_HW-COA-Boiler,New Petroleum/Chemicals - Process Heat: Steam/Hot Water  - Coal,INDCOA,CHMCL-PH-STM_HW,2018,2020,25,0.5,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,750,750,750,750,750,750,750,750,750,750,,
CHMCL-PH-STM_HW-LPG-Boiler,New Petroleum/Chemicals - Process Heat: Steam/Hot Water  - LPG,INDLPG,CHMCL-PH-STM_HW,2018,2020,25,0.5,31.536,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,350,350,350,350,350,350,350,350,350,350,,
CHMCL-PH-STM_HW-WOD-Boiler,New Petroleum/Chemicals - Process Heat: Steam/Hot Water  - Wood,INDWOD,CHMCL-PH-STM_HW,2018,2020,25,0.5,31.536,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,,
CHMCL-PH-STM_HW-ELC-Boiler,New Petroleum/Chemicals - Process Heat: Steam/Hot Water  - Electricity,INDELC,CHMCL-PH-STM_HW,2018,2020,25,0.5,31.536,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,0.3,5
CHMCL-PH-REFRM-NGA-REFRM,New Petroleum/Chemicals - Process Heat: Reformer  - Natural Gas,INDNGA,CHMCL-PH-REFRM,2018,2020,25,0.5,31.536,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,
CHMCL-MoTP-Stat-NGA-Pump,"New Petroleum/Chemicals - Motive Power, Stationary  - Natural Gas",INDNGA,CHMCL-MoTP-Stat,2018,2020,10,0.5,31.536,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,462,462,462,462,462,462,462,462,462,462,,
CHMCL-PH-FURN-ELC-Furn,New Petroleum/Chemicals - Process Heat: Furnace/Kiln  - Electricity,INDELC,CHMCL-PH-FURN,2018,2020,25,0.9,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,,
CHMCL-PH-FURN-COA-Furn,New Petroleum/Chemicals - Process Heat: Furnace/Kiln  - Coal,INDCOA,CHMCL-PH-FURN,2018,2020,25,0.9,31.536,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,63,63,63,63,63,63,63,63,63,63,0.03,5
CHMCL-PH-FURN-FOL-Furn,New Petroleum/Chemicals - Process Heat: Furnace/Kiln  - Fuel Oil,INDFOL,CHMCL-PH-FURN,2018,2020,25,0.9,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,,
CHMCL-PH-FURN-NGA-Furn,New Petroleum/Chemicals - Process Heat: Furnace/Kiln  - Natural Gas,INDNGA,CHMCL-PH-FURN,2018,2020,25,0.9,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,0.56,5
CHMCL-PH-FURN-WOD-Furn,New Petroleum/Chemicals - Process Heat: Furnace/Kiln  - Wood,INDWOD,CHMCL-PH-FURN,2018,2020,25,0.9,31.536,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,63,63,63,63,63,63,63,63,63,63,0.24,5
CHMCL-PH-FURN-LPG-Furn,New Petroleum/Chemicals - Process Heat: Furnace/Kiln  - LPG,INDLPG,CHMCL-PH-FURN,2018,2020,25,0.9,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,0.07,5
REFI-MoTP-Stat-PET-st_ngn,"New Refining - Motive Power, Stationary  - Petrol",INDPET,REFI-MoTP-Stat,2018,2020,15,0.5,31.536,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,350,350,350,350,350,350,350,350,350,350,,
REFI-MoTP-Stat-ELC-Motor,"New Refining - Motive Power, Stationary  - Electricity",INDELC,REFI-MoTP-Stat,2018,2020,10,0.5,31.536,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,280,280,280,280,280,280,280,280,280,280,,
REFI-MoTP-Stat-DSL-st_ngn,"New Refining - Motive Power, Stationary  - Diesel",INDDSL,REFI-MoTP-Stat,2018,2020,20,0.5,31.536,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,455,455,455,455,455,455,455,455,455,455,,
REFI-MoTP-Stat-ELC-VSD-Mtr,"New Refining - Motive Power, Stationary  - Electricity",INDELC,REFI-MoTP-Stat,2018,2020,10,0.5,31.536,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,336,336,336,336,336,336,336,336,336,336,0.5,5
REFI-PH-FURN-ELC-Furn,New Refining - Process Heat: Furnace/Kiln  - Electricity,INDELC,REFI-PH-FURN,2018,2020,25,0.9,31.536,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,63,63,63,63,63,63,63,63,63,63,,
REFI-PH-FURN-COA-Furn,New Refining - Process Heat: Furnace/Kiln  - Coal,INDCOA,REFI-PH-FURN,2018,2020,25,0.9,31.536,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,63,63,63,63,63,63,63,63,63,63,0.03,5
